Carton;Estado;Bingo;Fecha;Organizador
0075;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0076;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0077;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0078;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0079;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0080;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0081;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0082;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0083;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0084;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0085;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0086;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0087;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0088;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0089;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0090;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0091;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0092;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0093;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0094;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0095;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0096;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0097;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0098;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0099;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0100;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0101;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0102;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0103;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0104;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0105;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0106;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0107;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0108;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0109;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0110;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0111;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0112;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0113;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0114;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0115;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0116;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0117;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0118;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0119;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0120;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0121;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0122;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0123;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0124;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0125;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0126;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0127;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0128;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0129;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0130;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0131;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0132;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0133;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0134;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0135;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0136;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0137;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0138;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0139;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0140;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0141;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0142;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0143;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0144;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0145;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0146;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0147;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0148;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0149;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0150;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0151;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0152;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0153;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0154;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0155;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0156;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0157;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0158;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0159;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0160;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0161;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0162;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0163;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0164;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0165;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0166;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0167;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0168;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0169;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0170;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0171;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0172;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0173;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0174;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0175;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0176;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0177;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0178;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0179;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0180;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0181;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0182;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0183;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0184;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0185;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0186;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0187;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0188;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0189;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0190;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0191;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0192;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0193;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0194;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0195;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0196;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0197;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0198;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0199;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0200;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0201;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0202;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0203;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0204;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0205;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0206;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0207;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0208;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0209;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0210;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0211;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0212;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0213;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0214;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0215;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0216;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0217;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0218;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0219;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0220;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0221;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0222;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0223;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0224;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0225;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0226;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0227;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0228;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0229;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0230;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0231;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0232;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0233;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0234;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0235;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0236;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0237;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0238;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0239;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0240;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0241;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0242;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0243;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0244;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0245;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0246;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0247;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0248;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0249;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0250;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0251;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0252;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0253;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0254;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0255;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0256;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0257;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0258;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0259;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0260;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0261;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0262;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0263;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0264;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0265;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0266;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0267;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0268;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0269;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0270;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0271;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0272;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0273;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0274;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0275;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0276;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0277;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0278;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0279;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0280;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0281;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0282;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0283;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0284;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0285;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0286;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0287;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0288;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0289;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0290;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0291;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0292;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0293;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0294;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0295;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0296;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0297;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0298;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0299;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0300;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0301;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0302;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0303;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0304;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0305;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0306;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0307;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0308;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0309;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0310;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0311;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0312;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0313;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0314;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0315;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0316;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
0317;ACTIVO;BINGO MUNICIPALIDAD;23/07/26;MUNICIPALIDAD
